"observation","specname","latitude","longitude","carp_color"
"7188",261732,"Lactarius pseudomucidus Hesler & A.H. Sm.",45.5099,-122.7185,0
"7566",259681,"Lactarius pseudomucidus Hesler & A.H. Sm.",48.80995,-124.087,0
"8877",258368,"Lactarius pseudomucidus Hesler & A.H. Sm.",45.5795,-123.951,0
"11077",255702,"Lactarius pseudomucidus Hesler & A.H. Sm.",42.6812,-80.32955,0
"37880",224064,"Lactarius pseudomucidus Hesler & A.H. Sm.",46.1982,-123.987,0
"41128",220648,"Lactarius pseudomucidus Hesler & A.H. Sm.",45.77035,-123.9555,0
"41702",220093,"Lactarius pseudomucidus Hesler & A.H. Sm.",44.3102,-124.09,0
"14935",264606,"Lactarius pubescens Fr.",38.9124,-78.1911,0
"15464",251759,"Lactarius pubescens Fr.",43.2176,-79.76695,0
"41386",238204,"Lactarius pubescens Fr.",40.5221,-76.1298,0
"44791",218533,"Lactarius pubescens Fr.",35.6707,-82.43135,0
"15596",251533,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",43.10645,-80.2855,0
"15677",251421,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",43.10645,-80.2855,0
"15747",251252,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"16437",250588,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",41.3264,-75.90695,0
"41872",219788,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",47.7139,-122.347,0
"44968",216926,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",42.8341,-80.1493,0
"46607",215512,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"48039",214206,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"49648",212387,"Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"52176",210772,"Lactarius pubescens var. pubescens",41.29215,-76.12625,0
"14767",264791,"Lactarius pyrogalus (Bulliard) Fries",38.9124,-78.1911,0
"16480",250438,"Lactarius pyrogalus (Bulliard) Fries",43.2176,-79.76695,0
"51154",211155,"Lactarius pyrogalus (Bulliard) Fries",42.8341,-80.1493,0
"53002",209567,"Lactarius pyrogalus (Bulliard) Fries",42.8341,-80.1493,0
"5411",264216,"Lactarius quietus var. incanus Hesler & A.H. Sm.",41.72885,-86.81635,0
"6360",260385,"Lactarius quietus var. incanus Hesler & A.H. Sm.",42.70285,-80.3454,0
"10291",256453,"Lactarius quietus var. incanus Hesler & A.H. Sm.",35.8725,-78.761,0
"10761",255962,"Lactarius quietus var. incanus Hesler & A.H. Sm.",42.6643,-80.5223,0
"12698",264314,"Lactarius quietus var. incanus Hesler & A.H. Sm.",38.5505,-90.4153,0
"13744",263165,"Lactarius quietus var. incanus Hesler & A.H. Sm.",38.5505,-90.4153,0
"14402",252605,"Lactarius quietus var. incanus Hesler & A.H. Sm.",42.77485,-80.9823,0
"16477",250441,"Lactarius quietus var. incanus Hesler & A.H. Sm.",43.2176,-79.76695,0
"18083",248793,"Lactarius quietus var. incanus Hesler & A.H. Sm.",40.67455,-80.5413,0
"18267",248633,"Lactarius quietus var. incanus Hesler & A.H. Sm.",40.67455,-80.5413,0
"22182",266757,"Lactarius quietus var. incanus Hesler & A.H. Sm.",41.25305,-76.04695,0
"44408",247312,"Lactarius quietus var. incanus Hesler & A.H. Sm.",35.60885,-82.32775,0
"47420",215410,"Lactarius quietus var. incanus Hesler & A.H. Sm.",39.93785,-87.0894,0
"50858",211577,"Lactarius quietus var. incanus Hesler & A.H. Sm.",40.04345,-77.2615,0
"52843",209923,"Lactarius quietus var. incanus Hesler & A.H. Sm.",41.25305,-76.04695,0
"53000",209569,"Lactarius quietus var. incanus Hesler & A.H. Sm.",42.8341,-80.1493,0
"53005",209564,"Lactarius quietus var. incanus Hesler & A.H. Sm.",42.8341,-80.1493,0
"51560",210724,"Lactarius repraesentaneus Britzelm.",38.2249,-119.9505,0
"11268",255459,"Lactarius resimus (Fr.) Fr.",43.10645,-80.2855,0
"18889",263870,"Lactarius resimus var. regalis (Peck) Peck",37.47905,-107.4425,0
"88",269900,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.75725,-122.119,0
"333",269566,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.75725,-122.119,0
"681",268915,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.81525,-122.163,0
"744",269971,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.77325,-123.538,0
"831",268675,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.52835,-121.828,0
"1012",268463,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.23565,-122.01,0
"2450",266514,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.72315,-122.0545,0
"2805",267326,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.12955,-122.8935,0
"2825",266605,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.0427,-122.8155,0
"3358",265440,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.75725,-122.119,0
"3739",265780,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",35.43705,-120.8935,0
"3880",264736,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.8997,-122.248,0
"4408",263807,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.80725,-122.158,0
"4543",263337,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",46.8976,-122.943,0
"29568",235547,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.81525,-122.163,0
"31997",230492,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",39.3755,-123.8085,0
"32491",260877,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.747,-122.0655,0
"33246",230511,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"34473",227551,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"34495",227499,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.81235,-122.1885,0
"34747",233667,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"34950",227098,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"35069",226978,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.084,-122.0615,0
"61520",199518,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"63855",196277,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.2406,-122.0915,0
"63963",196076,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.9255,-122.2425,0
"64099",196547,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",38.57535,-123.313,0
"65321",195056,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.75375,-122.1365,0
"65418",196080,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.81525,-122.163,0
"65589",194953,"Lactarius rubidus (Hesler & A.H. Sm.) Methven",37.86305,-122.22,0
"4028",264282,"Lactarius rubrilacteus Hesler & A.H. Sm.",37.21615,-122.308,0
"4257",264022,"Lactarius rubrilacteus Hesler & A.H. Sm.",37.04165,-122.0645,0
"4468",265208,"Lactarius rubrilacteus Hesler & A.H. Sm.",38.57535,-123.313,0
"8843",258402,"Lactarius rubrilacteus Hesler & A.H. Sm.",45.5795,-123.951,0
"9075",257697,"Lactarius rubrilacteus Hesler & A.H. Sm.",45.42705,-122.819,0
"14350",252812,"Lactarius rubrilacteus Hesler & A.H. Sm.",35.1997,-106.434,0
"37863",224924,"Lactarius rubrilacteus Hesler & A.H. Sm.",39.39125,-123.6865,0
"42150",219945,"Lactarius rubrilacteus Hesler & A.H. Sm.",44.775,-121.993,0
"43237",218718,"Lactarius rubrilacteus Hesler & A.H. Sm.",46.7349,-117.001,0
"63795",196337,"Lactarius rubrilacteus Hesler & A.H. Sm.",37.2406,-122.0915,0
"89",269899,"Lactarius rufulus Peck",37.75725,-122.119,0
"173",269795,"Lactarius rufulus Peck",38.6434,-121.2425,0
"320",269715,"Lactarius rufulus Peck",37.747,-122.0655,0
"679",268917,"Lactarius rufulus Peck",37.81525,-122.163,0
"1353",267816,"Lactarius rufulus Peck",38.57535,-123.313,0
"1575",267510,"Lactarius rufulus Peck",33.0814,-117.0855,0
"2464",266493,"Lactarius rufulus Peck",37.72315,-122.0545,0
"3776",264941,"Lactarius rufulus Peck",37.75725,-122.119,0
"3881",264735,"Lactarius rufulus Peck",37.8997,-122.248,0
"4219",263927,"Lactarius rufulus Peck",36.8127,-121.715,0
"4416",263490,"Lactarius rufulus Peck",37.80725,-122.158,0
"30195",234888,"Lactarius rufulus Peck",34.19165,-118.8855,0
"31784",230945,"Lactarius rufulus Peck",33.1825,-117.056,0
"33729",228346,"Lactarius rufulus Peck",37.81235,-122.1885,0
"34396",227698,"Lactarius rufulus Peck",36.9851,-122.046,0
"34466",227650,"Lactarius rufulus Peck",37.81525,-122.163,0
"35143",227827,"Lactarius rufulus Peck",38.03965,-122.8095,0
"63014",197025,"Lactarius rufulus Peck",37.3144,-122.0635,0
"63050",197521,"Lactarius rufulus Peck",33.55015,-117.746,0
"63752",196409,"Lactarius rufulus Peck",33.58065,-117.7785,0
"6093",260712,"Lactarius rufus (Scop.) Fr.",42.70285,-80.3454,0
"6809",262511,"Lactarius rufus (Scop.) Fr.",42.70285,-80.3454,0
"6858",259840,"Lactarius rufus (Scop.) Fr.",42.70285,-80.3454,0
"7498",259197,"Lactarius rufus (Scop.) Fr.",42.6812,-80.32955,0
"8106",258719,"Lactarius rufus (Scop.) Fr.",43.12035,-79.965,0
"8150",258610,"Lactarius rufus (Scop.) Fr.",43.12035,-79.965,0
"8842",258403,"Lactarius rufus (Scop.) Fr.",45.5795,-123.951,0
"9337",257412,"Lactarius rufus (Scop.) Fr.",42.7616,-80.394,0
"34758",227811,"Lactarius rufus (Scop.) Fr.",38.57535,-123.313,0
"37767",224071,"Lactarius rufus (Scop.) Fr.",46.1982,-123.987,0
"40042",221422,"Lactarius rufus (Scop.) Fr.",42.6812,-80.32955,0
"41321",220421,"Lactarius rufus (Scop.) Fr.",45.6832,-123.9315,0
"41852",220162,"Lactarius rufus (Scop.) Fr.",48.4546,-122.625,0
"42299",219535,"Lactarius rufus (Scop.) Fr.",41.24675,-79.3774,0
"42359",218784,"Lactarius rufus (Scop.) Fr.",42.6812,-80.32955,0
"42965",218842,"Lactarius rufus (Scop.) Fr.",47.87315,-121.8015,0
"22140",244115,"Lactarius salmoneus Peck",30.6938,-90.9782,0
"48146",214068,"Lactarius salmoneus Peck",33.991,-83.4954,0
"47366",214772,"Lactarius salmonicolor group",42.78625,-80.198,0
"10290",256454,"Lactarius salmonicolor R. Heim & Leclair",35.8725,-78.761,0
"7187",261733,"Lactarius scrobiculatus (Scop.) Fr.",45.5099,-122.7185,0
"8841",258404,"Lactarius scrobiculatus (Scop.) Fr.",45.5795,-123.951,0
"51200",212888,"Lactarius scrobiculatus (Scop.) Fr.",35.8121,-105.76,0
"8052",259235,"Lactarius scrobiculatus var. canadensis (A.H. Smith) Hesler and A.H. Smith",44.73025,-124.052,0
"8478",258103,"Lactarius scrobiculatus var. canadensis (A.H. Smith) Hesler and A.H. Smith",35.8725,-78.761,0
"8999",257857,"Lactarius scrobiculatus var. canadensis (A.H. Smith) Hesler and A.H. Smith",35.8725,-78.761,0
"10046",256718,"Lactarius scrobiculatus var. canadensis (A.H. Smith) Hesler and A.H. Smith",35.8725,-78.761,0
"10615",256113,"Lactarius scrobiculatus var. canadensis (A.H. Smith) Hesler and A.H. Smith",42.78625,-80.198,0
"2976",265852,"Lactarius sect. Deliciosi (Fr.) Redeuilh Verbeken & Walleyn",37.01115,-122.0665,0
"12938",253894,"Lactarius sect. Deliciosi (Fr.) Redeuilh Verbeken & Walleyn",47.7503,-84.8357,0
"19123",252825,"Lactarius sect. Deliciosi (Fr.) Redeuilh Verbeken & Walleyn",34.0067,-109.4615,0
"44414",247306,"Lactarius sordidus Peck",35.60885,-82.32775,0
"46219",216583,"Lactarius sordidus Peck",45.5794,-78.51955,0
"16985",250014,"Lactarius speciosus Burl.",42.34955,-76.4792,0
"44651",247001,"Lactarius speciosus Burl.",35.60885,-82.32775,0
"44652",247000,"Lactarius speciosus Burl.",35.60885,-82.32775,0
"47392",220955,"Lactarius speciosus Burl.",46.01825,-73.63225,0
"49230",213015,"Lactarius speciosus Burl.",41.08175,-75.89205,0
"22662",248380,"Lactarius subgenus Plinthogalus",44.14575,-74.76685,0
"14093",265461,"Lactarius subpalustris",43.10645,-80.2855,0
"14748",264810,"Lactarius subpalustris",38.9124,-78.1911,0
"7912",258871,"Lactarius subpurpureus Peck",42.8341,-80.1493,0
"9000",257856,"Lactarius subpurpureus Peck",35.8725,-78.761,0
"9954",268646,"Lactarius subpurpureus Peck",35.8725,-78.761,0
"11776",254921,"Lactarius subpurpureus Peck",43.10645,-80.2855,0
"14869",264673,"Lactarius subpurpureus Peck",38.9124,-78.1911,0
"15599",251530,"Lactarius subpurpureus Peck",43.10645,-80.2855,0
"15680",251415,"Lactarius subpurpureus Peck",43.10645,-80.2855,0
"17130",250586,"Lactarius subpurpureus Peck",41.21635,-75.4015,0
"44622",247098,"Lactarius subpurpureus Peck",35.60885,-82.32775,0
"48050",214195,"Lactarius subpurpureus Peck",42.78625,-80.198,0
"51977",210803,"Lactarius subpurpureus Peck",41.23335,-75.81305,0
"46384",215835,"Lactarius subserifluus Longyear",39.748,-84.9167,0
"52352",210118,"Lactarius subserifluus Longyear",39.3544,-86.3493,0
"8840",258405,"Lactarius substriatus A.H. Sm.",45.5795,-123.951,0
"41320",220422,"Lactarius substriatus A.H. Sm.",45.5795,-123.951,0
"48102",214120,"Lactarius subvellereus Peck",43.68555,-70.44855,0
"14934",264607,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",38.9124,-78.1911,0
"18681",247959,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",35.8725,-78.761,0
"19348",247072,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",41.23335,-75.81305,0
"21306",244844,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",35.8725,-78.761,0
"21510",244698,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",41.1911,-75.6095,0
"21856",244385,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",40.60115,-80.00445,0
"47219",215437,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",39.8925,-87.2036,0
"51034",211634,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",41.43815,-75.2766,0
"51826",210554,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",42.8341,-80.1493,0
"52158",231182,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",42.8143,-80.26795,0
"52191",210395,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",41.13225,-76.15375,0
"52840",209927,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",41.25305,-76.04695,0
"53741",208948,"Lactarius subvellereus var. subdistans Hesler & A.H. Sm.",42.8341,-80.1493,0
"49683",212581,"Lactarius subvelutinus Peck",44.2882,-69.8155,0
"14772",264786,"Lactarius subvernalis Hesler & A.H. Sm.",38.9124,-78.1911,0
"18990",247723,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",33.98445,-84.2499,0
"19061",248820,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",40.54,-80.1747,0
"20120",246131,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",40.3294,-74.8807,0
"21492",244809,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",40.3294,-74.8807,0
"21684",244948,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",39.32605,-82.10325,0
"48698",213487,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",39.3544,-86.3493,0
"53089",209525,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",39.3544,-86.3493,0
"53096",209516,"Lactarius subvernalis var. cokeri (A.H. Sm. & Hesler) Hesler & A.H. Sm.",39.3544,-86.3493,0
"5150",262401,"Lactarius subviscidus Hesler & A.H. Sm.",38.58405,-120.812,0
"5508",262247,"Lactarius subviscidus Hesler & A.H. Sm.",48.5215,-123.4155,0
"7404",259558,"Lactarius subviscidus Hesler & A.H. Sm.",48.83385,-124.196,0
"8839",258406,"Lactarius subviscidus Hesler & A.H. Sm.",45.5795,-123.951,0
"31998",230490,"Lactarius subviscidus Hesler & A.H. Sm.",39.3755,-123.8085,0
"36957",224976,"Lactarius subviscidus Hesler & A.H. Sm.",48.5215,-123.4155,0
"37071",225115,"Lactarius subviscidus Hesler & A.H. Sm.",40.91825,-124.0785,0
"37621",223996,"Lactarius subviscidus Hesler & A.H. Sm.",48.5215,-123.4155,0
"20909",245341,"Lactarius sumstinei Peck",35.8725,-78.761,0
"8620",257969,"Lactarius tabidus Fr.",42.78625,-80.198,0
"22853",263828,"Lactarius thejogalus (Bull.) Gray sensu Hesler & A.H. Sm.",40.02165,-82.8573,0
"12595",254265,"Lactarius thyinos A.H. Sm.",42.78625,-80.198,0
"13611",263912,"Lactarius thyinos A.H. Sm.",45.39615,-79.19605,0
"45298",216607,"Lactarius thyinos A.H. Sm.",46.15085,-67.6002,0
"11095",255648,"Lactarius torminosus (Schaeff.) Gray",44.8755,-88.14405,0
"12755",254041,"Lactarius torminosus (Schaeff.) Gray",43.10645,-80.2855,0
"13528",263414,"Lactarius torminosus (Schaeff.) Gray",45.40545,-78.88685,0
"43820",217571,"Lactarius torminosus var. nordmanensis (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"48754",213565,"Lactarius torminosus var. nordmanensis (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"49044",213080,"Lactarius torminosus var. nordmanensis (A.H. Sm.) Hesler & A.H. Sm.",42.78625,-80.198,0
"7186",261734,"Lactarius uvidus (Fr.) Fr.",45.5099,-122.7185,0
"14843",264699,"Lactarius uvidus (Fr.) Fr.",38.9124,-78.1911,0
"12314",254566,"Lactarius uvidus var. acystidiosus Hesler & AH Smith",42.78625,-80.198,0
"14477",252508,"Lactarius uvidus var. uvidus",43.10645,-80.2855,0
"10318",256422,"Lactarius vietus (Fr.) Fr.",42.6812,-80.32955,0
"4807",263075,"Lactarius vinaceorufescens A.H. Sm.",40.7156,-80.59575,0
"5482",261683,"Lactarius vinaceorufescens A.H. Sm.",42.70285,-80.3454,0
"5752",261782,"Lactarius vinaceorufescens A.H. Sm.",41.19255,-76.0182,0
"5972",260928,"Lactarius vinaceorufescens A.H. Sm.",42.70285,-80.3454,0
"6039",260810,"Lactarius vinaceorufescens A.H. Sm.",42.70285,-80.3454,0
"7185",261735,"Lactarius vinaceorufescens A.H. Sm.",45.5099,-122.7185,0
"7322",260176,"Lactarius vinaceorufescens A.H. Sm.",41.08175,-75.89205,0
"7960",259027,"Lactarius vinaceorufescens A.H. Sm.",41.25785,-76.013,0
"9871",257451,"Lactarius vinaceorufescens A.H. Sm.",41.29635,-81.09425,0
"9899",256850,"Lactarius vinaceorufescens A.H. Sm.",42.6812,-80.32955,0
"10120",256817,"Lactarius vinaceorufescens A.H. Sm.",41.6104,-71.84035,0
"10577",256179,"Lactarius vinaceorufescens A.H. Sm.",40.153,-79.53935,0
"10765",255958,"Lactarius vinaceorufescens A.H. Sm.",42.6643,-80.5223,0
"12501",254410,"Lactarius vinaceorufescens A.H. Sm.",42.78625,-80.198,0
"12602",254254,"Lactarius vinaceorufescens A.H. Sm.",42.78625,-80.198,0
"12734",254446,"Lactarius vinaceorufescens A.H. Sm.",45.7998,-77.13975,0
"13854",254085,"Lactarius vinaceorufescens A.H. Sm.",45.39615,-79.19605,0
"14240",252994,"Lactarius vinaceorufescens A.H. Sm.",41.1911,-75.6095,0
"14492",252475,"Lactarius vinaceorufescens A.H. Sm.",43.10645,-80.2855,0
"38629",226386,"Lactarius vinaceorufescens A.H. Sm.",42.6812,-80.32955,0
"38668",222863,"Lactarius vinaceorufescens A.H. Sm.",41.19255,-76.0182,0
"38822",222712,"Lactarius vinaceorufescens A.H. Sm.",42.78625,-80.198,0
"39742",221688,"Lactarius vinaceorufescens A.H. Sm.",42.6812,-80.32955,0
"40370",228377,"Lactarius vinaceorufescens A.H. Sm.",42.6812,-80.32955,0
"41941",219523,"Lactarius vinaceorufescens A.H. Sm.",42.6643,-80.5223,0
"43299",218004,"Lactarius vinaceorufescens A.H. Sm.",42.78625,-80.198,0
"43478",217946,"Lactarius vinaceorufescens A.H. Sm.",39.80075,-81.53685,0
"44514",247206,"Lactarius vinaceorufescens A.H. Sm.",35.60885,-82.32775,0
"46217",216585,"Lactarius vinaceorufescens A.H. Sm.",45.5794,-78.51955,0
"46844",215205,"Lactarius vinaceorufescens A.H. Sm.",42.78625,-80.198,0
"833",268673,"Lactarius xanthogalactus Peck",37.52835,-121.828,0
"1577",267507,"Lactarius xanthogalactus Peck",37.51575,-122.072,0
"2197",266801,"Lactarius xanthogalactus Peck",33.03135,-117.247,0
"3601",266655,"Lactarius xanthogalactus Peck",39.20395,-121.044,0
"3664",266285,"Lactarius xanthogalactus Peck",39.1357,-121.2945,0
"3781",264935,"Lactarius xanthogalactus Peck",37.75725,-122.119,0
"4430",263470,"Lactarius xanthogalactus Peck",37.80725,-122.158,0
"4880",263104,"Lactarius xanthogalactus Peck",44.54295,-123.359,0
"5015",266044,"Lactarius xanthogalactus Peck",38.4942,-122.373,0
"29144",236125,"Lactarius xanthogalactus Peck",35.55575,-121.0935,0
"31236",233713,"Lactarius xanthogalactus Peck",37.0754,-119.5515,0
"32164",230283,"Lactarius xanthogalactus Peck",38.4416,-122.508,0
"33731",228343,"Lactarius xanthogalactus Peck",37.81235,-122.1885,0
"33793",228405,"Lactarius xanthogalactus Peck",37.2935,-122.2585,0
"34144",228028,"Lactarius xanthogalactus Peck",37.92145,-122.197,0
"34400",227683,"Lactarius xanthogalactus Peck",36.9943,-122.0585,0
"34647",228282,"Lactarius xanthogalactus Peck",37.04395,-122.0495,0
"34960",227070,"Lactarius xanthogalactus Peck",38.57535,-123.313,0
"36046",226054,"Lactarius xanthogalactus Peck",38.57535,-123.313,0
"36054",225967,"Lactarius xanthogalactus Peck",36.9909,-122.065,0
"36081",225870,"Lactarius xanthogalactus Peck",37.92145,-122.197,0
"37858",224931,"Lactarius xanthogalactus Peck",39.39125,-123.6865,0
"61146",200133,"Lactarius xanthogalactus Peck",35.04265,-120.5215,0
"64427",196480,"Lactarius xanthogalactus Peck",38.57535,-123.313,0
"64948",195550,"Lactarius xanthogalactus Peck",35.5781,-121.1015,0
"65179",195247,"Lactarius xanthogalactus Peck",37.8522,-122.195,0
"65219",195140,"Lactarius xanthogalactus Peck",37.6642,-120.4595,0
"65313",195065,"Lactarius xanthogalactus Peck",37.75375,-122.1365,0
"65588",194954,"Lactarius xanthogalactus Peck",37.86305,-122.22,0
"65787",194534,"Lactarius xanthogalactus Peck",39.36615,-121.0985,0
"55250",207539,"Lactarius xanthydrorheus Singer",32.6941,-94.5049,0
"15487",266257,"Lactarius zonarioides Kühner & Romagn.",43.10645,-80.2855,0
"44828",217480,"Lactarius zonarius var. riparius",35.5993,-82.31995,0
"9758",257043,"Lactifluus corrugis (Peck) Kuntze",35.8725,-78.761,0
"14929",264612,"Lactifluus corrugis (Peck) Kuntze",38.9124,-78.1911,0
"15735",251345,"Lactifluus corrugis (Peck) Kuntze",37.28185,-80.465,0
"16825",250277,"Lactifluus corrugis (Peck) Kuntze",41.25305,-76.04695,0
"17687",249091,"Lactifluus corrugis (Peck) Kuntze",35.8725,-78.761,0
"18004",248837,"Lactifluus corrugis (Peck) Kuntze",42.77485,-80.9823,0
"18764",248340,"Lactifluus corrugis (Peck) Kuntze",34.67465,-83.74645,0
"19763",246458,"Lactifluus corrugis (Peck) Kuntze",36.38335,-80.39555,0
"19771",246427,"Lactifluus corrugis (Peck) Kuntze",36.38335,-80.39555,0
"22438",246114,"Lactifluus corrugis (Peck) Kuntze",38.01025,-78.45235,0
"44452",247268,"Lactifluus corrugis (Peck) Kuntze",35.60885,-82.32775,0
"47208",215456,"Lactifluus corrugis (Peck) Kuntze",39.8925,-87.2036,0
"47444",215378,"Lactifluus corrugis (Peck) Kuntze",39.93785,-87.0894,0
"51493",210928,"Lactifluus corrugis (Peck) Kuntze",40.61955,-80.11575,0
"18519",248214,"Lactifluus deceptivus (Peck) Kuntze",42.77485,-80.9823,0
"54934",207991,"Lactifluus gerardii (Peck) Kuntze",41.1911,-75.6095,0
"55913",206981,"Lactifluus gerardii (Peck) Kuntze",36.08515,-86.53465,0
"14820",264722,"Lactifluus glaucescens (Crossl.) Verbeken",38.9124,-78.1911,0
"14920",264621,"Lactifluus glaucescens (Crossl.) Verbeken",38.9124,-78.1911,0
"15020",264520,"Lactifluus glaucescens (Crossl.) Verbeken",38.9124,-78.1911,0
"21922",244336,"Lactifluus glaucescens (Crossl.) Verbeken",35.8725,-78.761,0
"44413",247307,"Lactifluus glaucescens (Crossl.) Verbeken",35.60885,-82.32775,0
"51437",211162,"Lactifluus glaucescens (Crossl.) Verbeken",38.5218,-90.5273,0
"52353",210117,"Lactifluus glaucescens (Crossl.) Verbeken",39.3544,-86.3493,0
"16350",250677,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",37.83345,-90.24205,0
"16446",250552,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",41.25305,-76.04695,0
"18831",247869,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",29.6124,-82.40885,0
"23062",243248,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",40.67455,-80.5413,0
"23369",242968,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",41.28875,-76.3021,0
"23967",242234,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",29.62705,-82.32125,0
"37715",223788,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",29.62705,-82.32125,0
"45257",216914,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",29.83565,-82.69785,0
"45420",239839,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",27.4207,-82.4184,0
"46995",215092,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",39.8004,-84.96135,0
"47442",215380,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",39.93785,-87.0894,0
"52190",210397,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",41.13225,-76.15375,0
"54278",236732,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",41.2337,-75.85995,0
"54309",208480,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",32.5184,-94.7606,0
"54573",208214,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",40.67455,-80.5413,0
"54582",208204,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",40.6439,-80.56065,0
"56586",231457,"Lactifluus hygrophoroides (Berk. & M.A. Curtis) Kuntze",41.29215,-76.12625,0
"20677",245645,"Lactifluus hygrophoroides group",42.0547,-80.18225,0
"37716",223787,"Lactifluus hygrophoroides group",29.62705,-82.32125,0
"55066",238208,"Lactifluus hygrophoroides group",40.5385,-76.34105,0
